1	3205	2.08284398426	2160.0	4.57700063857
2	1980	2.5922424172	1070.0	2.21413340378
3	490	1.63686277584	0.0	1.20825484619
4	579	1.11440748129	226.0	1.20527121183
5	2110	8.72980951823	15.0	1.4322857892
6	325	0.738593963432	27.0	1.17488895936
7	255	1.00834959571	5.0	1.03277307446
8	448	1.38929724742	15.0	1.41163314376
9	1669	7.15306975257	59.0	1.45918211523
10	180	0.61636155034	35.0	1.02549045053
11	705	2.12737882022	44.0	1.1235147149
12	4928	5.80024675155	2183.0	1034.43236187
13	520	2.02314098965	45.0	1.33646672896
14	535	1.37515049481	40.0	5.12179594154
15	260	0.492769175039	50.0	1.01694897846
16	4965	5.67202721167	2285.0	418.697871759
17	706	1.79688355481	71.0	1.11663217668
18	255	0.538076597638	35.0	1.33463061265
19	235	0.54709667447	50.0	1.32388705487
20	1220	1.12629401579	220.0	672.330271833
21	1600	2.00112565678	810.0	1.15867389816
22	770	2.23755364515	130.0	1.06852677743
23	590	2.60797927191	60.0	1.07434774357
24	735	2.26295032399	40.0	1.06825677203
25	1788	5.88224667897	218.0	2.65698370257
26	1050	4.00649015082	55.0	1.30836027348
27	475	1.32720692395	75.0	1.22528755722
28	600	1.60772378127	55.0	2.54634201147
29	619	2.35708336992	34.0	1.33553644055
30	890	2.31959637139	66.0	1.1093556415
31	885	2.32181110137	85.0	1.11130284719
32	875	2.45022626752	34.0	1.19733097636
33	1820	3.69813009788	635.0	2.77327910114
34	2135	2.80006904966	1080.0	217.374539554
35	855	2.44435401146	40.0	1.1939967075
36	1085	2.96756189501	50.0	1.3108148848
37	1150	4.44980919305	120.0	1.34445386689
38	1545	1.79658969024	440.0	422.585616897
39	3650	12.1275749792	90.0	2.28466687818
40	2770	8.57872509946	70.0	1.49247791274
41	690	1.49757181716	100.0	1.32284832943
42	1707	1.84287138048	369.0	254.496353454
43	1070	4.12092719506	50.0	1.34335230587
44	595	1.5022059354	28.0	1.3248500302
45	445	0.891207996622	50.0	1.13748321085
46	705	2.02870678711	45.0	1.12004620531
47	720	2.04422550659	70.0	1.13236733123
48	855	2.3688909167	60.0	1.28713560455
49	985	3.22565617173	35.0	1.47999803043
50	710	2.09874096756	40.0	1.556783095
51	710	2.05080378098	50.0	1.51535724317
52	530	1.50207899529	10.0	1.19838090335
53	732	3.05879389445	47.0	1.44527393897
54	995	2.8155296972	205.0	1.44061352725
55	280	0.811820289906	45.0	1.1064010955
56	427	1.33469246247	25.0	1.42676137132
57	2430	7.45070890649	20.0	1.5547075841
58	1600	5.3568856585	225.0	1.55327046367
59	250	0.784558013585	35.0	1.05944474959
60	356	1.62681665077	36.0	1.16444583575
61	3340	8.92431241956	720.0	1.22258988073
62	480	1.73287879446	35.0	1.14299587195
63	725	2.89945459826	40.0	1.35342717455
64	1595	5.25735276809	50.0	1.29205724648
65	805	2.02410371816	20.0	1.24148477307
66	685	1.70037489369	30.0	1.17878719164
67	590	2.39690616401	115.0	1.28399658199
68	902	1.90902248149	44.0	5.70116642502
69	450	2.26305614262	20.0	1.07891508548
70	880	1.85997981069	305.0	5.98400747069
71	480	1.65167308086	35.0	1.29793894282
72	880	3.60663386012	4.0	1.17796854607
73	260	0.912758651158	41.0	1.11156490641
74	630	2.42373504799	35.0	1.18079425977
75	675	2.65664173608	18.0	1.07462770939
76	560	1.21911952859	104.0	1.09560797913
77	351	1.40511015242	50.0	1.33031147416
78	372	1.6545971537	32.0	1.1385772161
79	140	0.365926766169	40.0	1.02865470509
80	2780	1.22974995081	2121.0	1.18471520095
81	2753	1.08500435497	2368.0	1.07653885314
82	990	1.53468371787	220.0	1.66414011711
83	465	1.83694285638	75.0	1.19097384616
84	1386	3.69137654342	201.0	1.66071097208
85	2485	6.4664939992	405.0	1.41993440899
86	1085	2.83750668811	45.0	1.27061941802
87	1625	3.29771577428	535.0	1.15914769979
88	650	2.31834076269	60.0	1.1469662019
89	225	0.612279789847	5.0	1.23030006851
90	2040	7.17768168835	35.0	1.31093349154
91	1635	3.42953791277	205.0	1.29334919775
92	585	3.08885760631	17.0	1.14389455169
93	1775	6.01112926926	65.0	1.12220969227
94	700	3.24855647127	40.0	1.14652605151
95	1190	3.66929801247	30.0	1.20750025937
96	3650	14.5976220313	24.0	1448.36514468
97	1825	4.54402255978	80.0	1.33245598508
98	3805	2.95081261201	2050.0	4.00910495629
99	770	2.62406023832	59.0	1.41424993793
100	1032	3.67804097518	122.0	1.62563192851
101	1220	4.27668480136	40.0	1.44437671109
102	269	1.20475046183	4.0	1.16301286991
103	1665	6.95590804621	50.0	1.17450120227
104	1205	5.98254983846	31.0	1.21541039576
105	1397	7.30015910454	0.0	1.46482399388
106	1750	3.83143688504	99.0	1.94468408527
107	305	0.113911161134	25.0	1.61911351153
108	660	2.00043246891	35.0	1.06323958884
109	1345	4.36213130465	37.0	1.27251669716
110	618	2.30003052549	45.0	1.3397190545
111	570	1.44450313896	100.0	1.22716115682
112	900	3.29112722269	100.0	1.25446051442
113	762	3.66173331532	17.0	1.25097795621
114	880	3.50682877763	50.0	1.13600577914
115	2700	11.3537753657	45.0	1.19715451087
116	750	3.13099682917	25.0	1.46498582513
117	1321	4.77494901887	21.0	1.20017727004
118	1355	4.71525419071	75.0	1.18558247239
119	1475	5.47773632682	20.0	2.09878179074
120	836	3.66320003183	11.0	1.1107727183
121	1505	4.83428266588	40.0	1.28767627408
122	150	0.130269310336	50.0	14.7707492808
123	2710	6.27257274117	100.0	1.23292345118
124	1680	6.79442315279	40.0	1.07835563755
125	1355	4.64375896672	35.0	1.33478533251
126	3410	11.4107846142	50.0	1.56027828765
127	676	2.54161042473	6.0	1.26891467942
128	315	0.921406002436	10.0	1.0831973349
129	185	0.557480674715	20.0	2.03301836222
130	465	1.73916755252	19.0	1.15998483251
131	800	2.36729341122	25.0	1.28392363317
132	968	3.46310820213	28.0	1.27676830827
133	2488	8.02728579693	33.0	1.17255476034
134	1678	3.78378727029	496.0	1.39032173261
135	175	0.376645896865	20.0	1.29586461803
136	580	1.91114558135	16.0	1.13057792239
137	1220	4.63559077561	25.0	1.20326745779
138	845	2.44559904762	27.0	1.42786385074
139	445	1.3431099252	50.0	1.23146694531
140	685	2.46552229079	15.0	1.50693063698
141	1270	5.16972845099	40.0	1.48873558926
142	492	1.03847884893	20.0	1.25755389073
143	1005	5.03767890428	32.0	1.19191250709
144	265	0.969415391802	35.0	1.38252606195
145	935	3.62936437755	7.0	1.43050403449
146	1476	5.65742741762	51.0	1.28631439693
147	455	1.68771702866	10.0	1.29096816307
148	940	2.6860811539	35.0	1.07679564137
149	845	4.51255134576	7.0	1.2138317263
150	1119	4.08707510581	29.0	1.33322672927
151	1086	2.95668664867	201.0	1.11061259442
152	1375	5.59546632991	25.0	1.55512748993
153	920	3.35505358766	25.0	1.50257644143
154	2030	8.96111565512	50.0	1.33434814857
155	1625	4.57609811371	250.0	2.05527511224
156	1544	6.47180905499	20.0	1.07540044253
157	1670	6.81562007001	35.0	1.56062362221
158	792	3.39316113712	32.0	1.19146947907
159	3815	12.404639461	24.0	1.59058868691
160	1325	3.63670806665	60.0	1.32795457875
161	1295	3.6234482779	190.0	1.32011751173
162	780	2.59808200508	105.0	1.17897759773
163	1370	5.80389780222	35.0	1.09065959923
164	35	0.0624844093681	2.0	2.12010622543
